"TIME","GEO","CITIZEN","AGEDEF","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2016","Lithuania","Total","Age reached during the year","From 15 to 64 years","Number","Total","43 168",""
"2016","Lithuania","Total","Age reached during the year","65 years or over","Number","Total","547",""
"2016","Luxembourg","Total","Age reached during the year","Total","Number","Total","13 442",""
"2016","Luxembourg","Total","Age reached during the year","Less than 15 years","Number","Total","1 820",""
"2016","Luxembourg","Total","Age reached during the year","From 15 to 64 years","Number","Total","10 912",""
"2016","Luxembourg","Total","Age reached during the year","65 years or over","Number","Total","710",""
"2016","Hungary","Total","Age reached during the year","Total","Number","Total","39 889",""
"2016","Hungary","Total","Age reached during the year","Less than 15 years","Number","Total","1 067",""
"2016","Hungary","Total","Age reached during the year","From 15 to 64 years","Number","Total","37 534",""
"2016","Hungary","Total","Age reached during the year","65 years or over","Number","Total","1 288",""
"2016","Malta","Total","Age reached during the year","Total","Number","Total","8 303",""
"2016","Malta","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2016","Malta","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2016","Malta","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2016","Netherlands","Total","Age reached during the year","Total","Number","Total","111 477",""
"2016","Netherlands","Total","Age reached during the year","Less than 15 years","Number","Total","14 829",""
"2016","Netherlands","Total","Age reached during the year","From 15 to 64 years","Number","Total","92 597",""
"2016","Netherlands","Total","Age reached during the year","65 years or over","Number","Total","4 051",""
"2016","Austria","Total","Age reached during the year","Total","Number","Total","64 428",""
"2016","Austria","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2016","Austria","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2016","Austria","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2016","Poland","Total","Age reached during the year","Total","Number","Total","236 441","ep"
"2016","Poland","Total","Age reached during the year","Less than 15 years","Number","Total","37 278",""
"2016","Poland","Total","Age reached during the year","From 15 to 64 years","Number","Total","188 755",""
"2016","Poland","Total","Age reached during the year","65 years or over","Number","Total","10 408",""
"2016","Portugal","Total","Age reached during the year","Total","Number","Total","38 273","e"
"2016","Portugal","Total","Age reached during the year","Less than 15 years","Number","Total","2 102",""
"2016","Portugal","Total","Age reached during the year","From 15 to 64 years","Number","Total","35 876",""
"2016","Portugal","Total","Age reached during the year","65 years or over","Number","Total","295",""
"2016","Romania","Total","Age reached during the year","Total","Number","Total","207 578",""
"2016","Romania","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2016","Romania","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2016","Romania","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2016","Slovenia","Total","Age reached during the year","Total","Number","Total","15 572",""
"2016","Slovenia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2016","Slovenia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2016","Slovenia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2016","Slovakia","Total","Age reached during the year","Total","Number","Total","3 801",""
"2016","Slovakia","Total","Age reached during the year","Less than 15 years","Number","Total","673",""
"2016","Slovakia","Total","Age reached during the year","From 15 to 64 years","Number","Total","3 030",""
"2016","Slovakia","Total","Age reached during the year","65 years or over","Number","Total","98",""
"2016","Finland","Total","Age reached during the year","Total","Number","Total","18 082",""
"2016","Finland","Total","Age reached during the year","Less than 15 years","Number","Total","2 422",""
"2016","Finland","Total","Age reached during the year","From 15 to 64 years","Number","Total","14 875",""
"2016","Finland","Total","Age reached during the year","65 years or over","Number","Total","785",""
"2016","Sweden","Total","Age reached during the year","Total","Number","Total","45 878",""
"2016","Sweden","Total","Age reached during the year","Less than 15 years","Number","Total","7 931",""
"2016","Sweden","Total","Age reached during the year","From 15 to 64 years","Number","Total","35 767",""
"2016","Sweden","Total","Age reached during the year","65 years or over","Number","Total","2 180",""
"2016","Iceland","Total","Age reached during the year","Total","Number","Total","4 159",""
"2016","Iceland","Total","Age reached during the year","Less than 15 years","Number","Total","731",""
"2016","Iceland","Total","Age reached during the year","From 15 to 64 years","Number","Total","3 345",""
"2016","Iceland","Total","Age reached during the year","65 years or over","Number","Total","83",""
"2016","Liechtenstein","Total","Age reached during the year","Total","Number","Total","522",""
"2016","Liechtenstein","Total","Age reached during the year","Less than 15 years","Number","Total","55",""
"2016","Liechtenstein","Total","Age reached during the year","From 15 to 64 years","Number","Total","434",""
"2016","Liechtenstein","Total","Age reached during the year","65 years or over","Number","Total","33",""
"2016","Norway","Total","Age reached during the year","Total","Number","Total","34 694",""
"2016","Norway","Total","Age reached during the year","Less than 15 years","Number","Total","5 789",""
"2016","Norway","Total","Age reached during the year","From 15 to 64 years","Number","Total","28 064",""
"2016","Norway","Total","Age reached during the year","65 years or over","Number","Total","841",""
"2016","Switzerland","Total","Age reached during the year","Total","Number","Total","120 653",""
"2016","Switzerland","Total","Age reached during the year","Less than 15 years","Number","Total","14 750",""
"2016","Switzerland","Total","Age reached during the year","From 15 to 64 years","Number","Total","99 026",""
"2016","Switzerland","Total","Age reached during the year","65 years or over","Number","Total","6 877",""
"2016","United Kingdom","Total","Age reached during the year","Total","Number","Total","340 440",""
"2016","United Kingdom","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2016","United Kingdom","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
